,promotionid,itemid,modelid,promotion_price,rebate,discount_percent,start_time,end_time
6339,2000000673,35286826,121055280,199,100,0.334448161,9/8/17 21:00,10/8/17 12:00
6342,2000000673,146054780,104126629,390,390,0.5,9/8/17 21:00,10/8/17 12:00
6361,2000000673,369512089,274160320,199,100,0.334448161,9/8/17 21:00,10/8/17 12:00
6367,2000000673,396790604,301323753,499,461,0.480208333,9/8/17 21:00,10/8/17 12:00
6373,2000000673,122324637,0,259,80,0.235988201,9/8/17 21:00,10/8/17 12:00
6374,2000000673,211614929,137126761,329,70,0.175438596,9/8/17 21:00,10/8/17 12:00
6391,2000000673,173216710,0,199,51,0.204,9/8/17 21:00,10/8/17 12:00
6392,2000000673,405680785,310119637,749,231,0.235714286,9/8/17 21:00,10/8/17 12:00
6397,2000000673,394453083,299093942,149,250,0.626566416,9/8/17 21:00,10/8/17 12:00
6398,2000000673,279871201,185173054,99,55,0.357142857,9/8/17 21:00,10/8/17 12:00
6399,2000000673,404149673,308756323,389,101,0.206122449,9/8/17 21:00,10/8/17 12:00
6402,2000000673,389476012,0,938,342,0.2671875,9/8/17 21:00,10/8/17 12:00
6403,2000000686,238097179,309184051,12950,3850,0.229166667,10/8/17 12:00,10/8/17 21:00
6405,2000000686,351820345,295083920,1380,600,0.303030303,10/8/17 12:00,10/8/17 21:00
6408,2000000686,10966994,116846663,130,39,0.230769231,10/8/17 12:00,10/8/17 21:00
6410,2000000686,42727245,0,539,311,0.365882353,10/8/17 12:00,10/8/17 21:00
6431,2000000686,384761483,289835383,179,96,0.349090909,10/8/17 12:00,10/8/17 21:00
6435,2000000686,154645040,107773401,400,138,0.256505576,10/8/17 12:00,10/8/17 21:00
6437,2000000686,324550483,0,265,85,0.242857143,10/8/17 12:00,10/8/17 21:00
6438,2000000686,281325642,0,785,492,0.385277995,10/8/17 12:00,10/8/17 21:00
6439,2000000686,345368951,252177186,2800,1200,0.3,10/8/17 12:00,10/8/17 21:00
6446,2000000686,401215985,305836007,1960,2020,0.507537688,10/8/17 12:00,10/8/17 21:00
6460,2000000686,112203454,136040012,2680,900,0.251396648,10/8/17 12:00,10/8/17 21:00
6462,2000000686,238353477,0,249,350,0.584307179,10/8/17 12:00,10/8/17 21:00
6463,2000000686,314968153,0,3190,800,0.200501253,10/8/17 12:00,10/8/17 21:00
6464,2000000686,254405778,165555674,289,209,0.419678715,10/8/17 12:00,10/8/17 21:00
6471,2000000686,255714704,0,359,120,0.250521921,10/8/17 12:00,10/8/17 21:00
6472,2000000686,119072305,0,499,391,0.439325843,10/8/17 12:00,10/8/17 21:00
6473,2000000686,315785688,217578585,159,91,0.364,10/8/17 12:00,10/8/17 21:00
6479,2000000686,406468987,310863711,850,500,0.37037037,10/8/17 12:00,10/8/17 21:00
6499,2000000688,43735728,25763196,469,130,0.217028381,10/8/17 21:00,11/8/17 12:00
6502,2000000688,120908716,150290569,450,130,0.224137931,10/8/17 21:00,11/8/17 12:00
6506,2000000688,394748601,0,330,169,0.338677355,10/8/17 21:00,11/8/17 12:00
6507,2000000688,41336409,23994053,410,189,0.315525876,10/8/17 21:00,11/8/17 12:00
6509,2000000688,252282619,163928990,145,54,0.271356784,10/8/17 21:00,11/8/17 12:00
6513,2000000688,382234409,287197056,199,89,0.309027778,10/8/17 21:00,11/8/17 12:00
6516,2000000688,18127932,83348180,89,160,0.642570281,10/8/17 21:00,11/8/17 12:00
6524,2000000688,10059908,55365724,395,485,0.551136364,10/8/17 21:00,11/8/17 12:00
6528,2000000688,43380017,25396908,199,70,0.260223048,10/8/17 21:00,11/8/17 12:00
6529,2000000688,49759352,0,149,100,0.401606426,10/8/17 21:00,11/8/17 12:00
6530,2000000688,208586453,135287703,55,16,0.225352113,10/8/17 21:00,11/8/17 12:00
6536,2000000688,307950727,207758368,599,400,0.4004004,10/8/17 21:00,11/8/17 12:00
6537,2000000688,274340814,180577205,89,211,0.703333333,10/8/17 21:00,11/8/17 12:00
6553,2000000688,370142791,0,299,290,0.492359932,10/8/17 21:00,11/8/17 12:00
6554,2000000688,294243392,197071438,1980,4020,0.67,10/8/17 21:00,11/8/17 12:00
6569,2000000688,188342976,124812655,620,380,0.38,10/8/17 21:00,11/8/17 12:00
6570,2000000688,252706051,164347388,68,32,0.32,10/8/17 21:00,11/8/17 12:00
6588,2000000688,384067741,0,399,591,0.596969697,10/8/17 21:00,11/8/17 12:00
6589,2000000688,382862476,0,1599,700,0.304480209,10/8/17 21:00,11/8/17 12:00
6590,2000000689,367868437,0,3199,1501,0.319361702,11/8/17 12:00,11/8/17 21:00
6609,2000000689,11803277,4568544,1290,343,0.210042866,11/8/17 12:00,11/8/17 21:00
6629,2000000689,323636815,0,450,238,0.345930233,11/8/17 12:00,11/8/17 21:00
6631,2000000689,22076888,311759261,289,206,0.416161616,11/8/17 12:00,11/8/17 21:00
6632,2000000689,339707970,246207782,129,86,0.4,11/8/17 12:00,11/8/17 21:00
6651,2000000689,47192670,28957699,499,1181,0.70297619,11/8/17 12:00,11/8/17 21:00
6652,2000000689,86906607,90963975,230,100,0.303030303,11/8/17 12:00,11/8/17 21:00
6657,2000000689,153006018,0,249,191,0.434090909,11/8/17 12:00,11/8/17 21:00
6658,2000000689,408522627,0,699,151,0.177647059,11/8/17 12:00,11/8/17 21:00
6659,2000000689,147305368,310362694,1680,1500,0.471698113,11/8/17 12:00,11/8/17 21:00
6666,2000000689,380764266,285568839,359,90,0.200445434,11/8/17 12:00,11/8/17 21:00
6668,2000000689,319591383,227268439,119,80,0.40201005,11/8/17 12:00,11/8/17 21:00
6679,2000000689,338853069,245256316,299,400,0.572246066,11/8/17 12:00,11/8/17 21:00
6681,2000000689,372974695,0,3300,1680,0.337349398,11/8/17 12:00,11/8/17 21:00
6682,2000000690,26022594,12733427,299,299,0.5,11/8/17 21:00,12/8/17 12:00
6685,2000000690,20661708,74400375,630,170,0.2125,11/8/17 21:00,12/8/17 12:00
6703,2000000690,381109548,289151966,588,262,0.308235294,11/8/17 21:00,12/8/17 12:00
6705,2000000690,298956327,294316599,700,280,0.285714286,11/8/17 21:00,12/8/17 12:00
6710,2000000690,210078250,136160231,105,44,0.295302013,11/8/17 21:00,12/8/17 12:00
6720,2000000690,275441499,0,110,40,0.266666667,11/8/17 21:00,12/8/17 12:00
6721,2000000690,382311386,0,219,111,0.336363636,11/8/17 21:00,12/8/17 12:00
6722,2000000690,265257981,173429432,59,90,0.604026846,11/8/17 21:00,12/8/17 12:00
6731,2000000690,11334298,221883444,199,191,0.48974359,11/8/17 21:00,12/8/17 12:00
6733,2000000690,121721833,92703889,318,80,0.201005025,11/8/17 21:00,12/8/17 12:00
6737,2000000690,404083496,308640737,250,148,0.371859296,11/8/17 21:00,12/8/17 12:00
6742,2000000690,389132268,293649596,4350,1450,0.25,11/8/17 21:00,12/8/17 12:00
6751,2000000690,406538428,310946765,1590,1990,0.555865922,11/8/17 21:00,12/8/17 12:00
6757,2000000690,401985927,306633048,60,15,0.2,11/8/17 21:00,12/8/17 12:00
6762,2000000690,310250241,0,978,610,0.384130982,11/8/17 21:00,12/8/17 12:00
6763,2000000690,125737868,94975207,188,192,0.505263158,11/8/17 21:00,12/8/17 12:00
6765,2000000690,176186928,0,156,40,0.204081633,11/8/17 21:00,12/8/17 12:00
6766,2000000690,318343376,0,699,581,0.45390625,11/8/17 21:00,12/8/17 12:00
6767,2000000690,320207480,228608351,198,92,0.317241379,11/8/17 21:00,12/8/17 12:00
6787,2000000690,379454560,0,249,250,0.501002004,11/8/17 21:00,12/8/17 12:00
6788,2000000691,78528415,62673022,285,84,0.227642276,12/8/17 12:00,12/8/17 21:00
6791,2000000691,260634528,0,1680,270,0.138461538,12/8/17 12:00,12/8/17 21:00
6792,2000000691,381339402,286385293,630,258,0.290540541,12/8/17 12:00,12/8/17 21:00
6793,2000000691,82387691,65593263,349,75,0.176886792,12/8/17 12:00,12/8/17 21:00
6795,2000000691,75986199,0,1490,400,0.211640212,12/8/17 12:00,12/8/17 21:00
6800,2000000691,16586400,0,150,70,0.318181818,12/8/17 12:00,12/8/17 21:00
6802,2000000691,370970749,275627162,690,1090,0.612359551,12/8/17 12:00,12/8/17 21:00
6822,2000000691,319512963,0,15990,5010,0.238571429,12/8/17 12:00,12/8/17 21:00
6823,2000000691,406491199,0,1680,2300,0.577889447,12/8/17 12:00,12/8/17 21:00
6824,2000000708,5209911,368435,59,20,0.253164557,12/8/17 21:00,13/8/17 12:00
6829,2000000708,6486666,1034736,169,119,0.413194444,12/8/17 21:00,13/8/17 12:00
6835,2000000708,17547523,119203445,399,108,0.213017751,12/8/17 21:00,13/8/17 12:00
6837,2000000708,411042759,314663207,688,171,0.199068685,12/8/17 21:00,13/8/17 12:00
6841,2000000708,401171609,305713815,2480,900,0.266272189,12/8/17 21:00,13/8/17 12:00
6848,2000000708,285694792,190100122,349,331,0.486764706,12/8/17 21:00,13/8/17 12:00
6863,2000000708,70854598,0,4200,1790,0.298831386,12/8/17 21:00,13/8/17 12:00
6864,2000000708,126206610,95216915,129,50,0.279329609,12/8/17 21:00,13/8/17 12:00
6869,2000000708,252430142,164060926,650,1130,0.634831461,12/8/17 21:00,13/8/17 12:00
6889,2000000708,315790498,227190250,799,1501,0.652608696,12/8/17 21:00,13/8/17 12:00
6891,2000000708,264031512,172678545,199,281,0.585416667,12/8/17 21:00,13/8/17 12:00
6894,2000000709,290951464,193905867,850,250,0.227272727,13/8/17 12:00,13/8/17 21:00
6905,2000000709,56736724,134981054,199,100,0.334448161,13/8/17 12:00,13/8/17 21:00
6908,2000000709,19599045,82934543,1990,1000,0.334448161,13/8/17 12:00,13/8/17 21:00
6909,2000000709,17574837,8761742,550,240,0.303797468,13/8/17 12:00,13/8/17 21:00
6913,2000000709,206513683,0,119,79,0.398989899,13/8/17 12:00,13/8/17 21:00
6914,2000000709,84042947,140323255,1290,1000,0.436681223,13/8/17 12:00,13/8/17 21:00
6915,2000000709,384309833,289347433,2380,710,0.229773463,13/8/17 12:00,13/8/17 21:00
6929,2000000709,255525342,0,2990,1990,0.399598394,13/8/17 12:00,13/8/17 21:00
6930,2000000709,267695781,175368480,199,599,0.750626566,13/8/17 12:00,13/8/17 21:00
6950,2000000710,2447400,112598847,149,101,0.404,13/8/17 21:00,14/8/17 12:00
6958,2000000710,315490424,217072088,269,76,0.220289855,13/8/17 21:00,14/8/17 12:00
6959,2000000710,400073882,304790267,199,100,0.334448161,13/8/17 21:00,14/8/17 12:00
6961,2000000710,108723424,91170240,720,260,0.265306122,13/8/17 21:00,14/8/17 12:00
6964,2000000710,322414203,231816250,99,191,0.65862069,13/8/17 21:00,14/8/17 12:00
6968,2000000710,180884124,120929487,1499,1481,0.496979866,13/8/17 21:00,14/8/17 12:00
6980,2000000710,401138006,305679796,1680,800,0.322580645,13/8/17 21:00,14/8/17 12:00
6985,2000000710,191905976,254185703,99,401,0.802,13/8/17 21:00,14/8/17 12:00
6986,2000000710,315908433,220009416,299,100,0.250626566,13/8/17 21:00,14/8/17 12:00
6991,2000000710,396757167,0,279,111,0.284615385,13/8/17 21:00,14/8/17 12:00
6992,2000000710,410290783,313955391,399,381,0.488461538,13/8/17 21:00,14/8/17 12:00
7003,2000000733,381316115,0,435,145,0.25,14/8/17 12:00,14/8/17 21:00
7004,2000000733,382963697,288206764,2300,680,0.228187919,14/8/17 12:00,14/8/17 21:00
7006,2000000733,123018574,93494497,158,41,0.206030151,14/8/17 12:00,14/8/17 21:00
7022,2000000733,396607662,301166634,239,41,0.146428571,14/8/17 12:00,14/8/17 21:00
7024,2000000733,321653963,230846619,320,179,0.358717435,14/8/17 12:00,14/8/17 21:00
7028,2000000733,112304271,314493991,4980,1400,0.219435737,14/8/17 12:00,14/8/17 21:00
7035,2000000733,378862782,0,799,200,0.2002002,14/8/17 12:00,14/8/17 21:00
7036,2000000733,144267148,292017289,499,201,0.287142857,14/8/17 12:00,14/8/17 21:00
7037,2000000733,218676493,141177122,1380,419,0.232907171,14/8/17 12:00,14/8/17 21:00
7038,2000000733,304744625,205920980,200,60,0.230769231,14/8/17 12:00,14/8/17 21:00
7040,2000000733,404382087,0,269,81,0.231428571,14/8/17 12:00,14/8/17 21:00
7041,2000000733,382987062,0,2488,1492,0.374874372,14/8/17 12:00,14/8/17 21:00
7042,2000000734,401514656,318676676,449,231,0.339705882,14/8/17 21:00,15/8/17 12:00
7062,2000000734,416483303,0,99,101,0.505,14/8/17 21:00,15/8/17 12:00
7063,2000000734,186452440,318935607,279,111,0.284615385,14/8/17 21:00,15/8/17 12:00
7064,2000000734,35923791,0,145,135,0.482142857,14/8/17 21:00,15/8/17 12:00
7065,2000000734,396789102,318909854,495,165,0.25,14/8/17 21:00,15/8/17 12:00
7070,2000000734,190342481,126971381,2180,600,0.215827338,14/8/17 21:00,15/8/17 12:00
7085,2000000734,255470988,0,1900,590,0.236947791,14/8/17 21:00,15/8/17 12:00
7086,2000000734,145318996,103848205,279,420,0.600858369,14/8/17 21:00,15/8/17 12:00
7088,2000000734,214900979,138930422,499,699,0.583472454,14/8/17 21:00,15/8/17 12:00
7089,2000000734,377174950,0,588,402,0.406060606,14/8/17 21:00,15/8/17 12:00
7090,2000000734,379605346,284735592,65,25,0.277777778,14/8/17 21:00,15/8/17 12:00
7095,2000000778,255589392,0,950,1370,0.590517241,15/8/17 12:00,15/8/17 21:00
7096,2000000778,49522566,32486267,280,119,0.298245614,15/8/17 12:00,15/8/17 21:00
7097,2000000778,42465755,320693319,659,240,0.266963293,15/8/17 12:00,15/8/17 21:00
7098,2000000778,23402397,11843987,199,200,0.501253133,15/8/17 12:00,15/8/17 21:00
7099,2000000778,144881535,103640050,55,14,0.202898551,15/8/17 12:00,15/8/17 21:00
7101,2000000778,371410324,276034840,699,381,0.352777778,15/8/17 12:00,15/8/17 21:00
7111,2000000778,72160406,57771659,3690,2910,0.440909091,15/8/17 12:00,15/8/17 21:00
7112,2000000778,416521889,0,240,158,0.396984925,15/8/17 12:00,15/8/17 21:00
7116,2000000778,279515580,184938424,130,69,0.346733668,15/8/17 12:00,15/8/17 21:00
7117,2000000778,255822301,0,2240,750,0.25083612,15/8/17 12:00,15/8/17 21:00
7118,2000000778,389601934,0,1680,600,0.263157895,15/8/17 12:00,15/8/17 21:00
7123,2000000779,11680351,0,6388,1211,0.159363074,15/8/17 21:00,16/8/17 12:00
7124,2000000779,416218135,319046134,400,400,0.5,15/8/17 21:00,16/8/17 12:00
7143,2000000779,6506093,1045533,150,149,0.498327759,15/8/17 21:00,16/8/17 12:00
7145,2000000779,15278867,7269491,450,199,0.306625578,15/8/17 21:00,16/8/17 12:00
7147,2000000779,24020097,128526647,150,100,0.4,15/8/17 21:00,16/8/17 12:00
7149,2000000779,397419060,0,1020,370,0.26618705,15/8/17 21:00,16/8/17 12:00
7150,2000000779,42442877,24699968,1580,600,0.275229358,15/8/17 21:00,16/8/17 12:00
7156,2000000779,90615085,88849411,239,141,0.371052632,15/8/17 21:00,16/8/17 12:00
7157,2000000779,394605546,0,1100,270,0.197080292,15/8/17 21:00,16/8/17 12:00
7158,2000000779,256608178,0,420,780,0.65,15/8/17 21:00,16/8/17 12:00
7159,2000000779,392907556,321109612,99,81,0.45,15/8/17 21:00,16/8/17 12:00
7163,2000000805,288826440,192248695,249,101,0.288571429,16/8/17 12:00,16/8/17 21:00
7164,2000000805,78797177,322153901,279,71,0.202857143,16/8/17 12:00,16/8/17 21:00
7165,2000000805,133754609,98630296,399,191,0.323728814,16/8/17 12:00,16/8/17 21:00
7184,2000000805,274425659,192455458,2680,0,0,16/8/17 12:00,16/8/17 21:00
7185,2000000805,418483629,321148517,199,151,0.431428571,16/8/17 12:00,16/8/17 21:00
7188,2000000805,38390759,0,399,171,0.3,16/8/17 12:00,16/8/17 21:00
7189,2000000805,372675183,277308284,1500,680,0.311926606,16/8/17 12:00,16/8/17 21:00
7204,2000000805,242712798,157792758,199,81,0.289285714,16/8/17 12:00,16/8/17 21:00
7207,2000000805,392817484,0,3980,4700,0.541474654,16/8/17 12:00,16/8/17 21:00
7208,2000000806,274088014,180300443,349,141,0.287755102,16/8/17 21:00,17/8/17 12:00
7220,2000000806,389654448,0,950,400,0.296296296,16/8/17 21:00,17/8/17 12:00
7221,2000000806,370054347,275053077,99,81,0.45,16/8/17 21:00,17/8/17 12:00
7229,2000000806,19511256,0,1280,400,0.238095238,16/8/17 21:00,17/8/17 12:00
7230,2000000806,373236519,277823962,1599,391,0.196482412,16/8/17 21:00,17/8/17 12:00
7242,2000000806,253648434,165001078,599,981,0.620886076,16/8/17 21:00,17/8/17 12:00
7247,2000000806,30323992,0,269,90,0.250696379,16/8/17 21:00,17/8/17 12:00
7248,2000000806,285821021,190169095,320,179,0.358717435,16/8/17 21:00,17/8/17 12:00
7254,2000000806,317305542,294660329,399,491,0.551685393,16/8/17 21:00,17/8/17 12:00
7255,2000000806,182377460,0,230,99,0.300911854,16/8/17 21:00,17/8/17 12:00
7256,2000000806,394886097,0,299,151,0.335555556,16/8/17 21:00,17/8/17 12:00
7257,2000000806,214868538,138905939,249,80,0.243161094,16/8/17 21:00,17/8/17 12:00
7261,2000000809,416216110,319043887,3490,1500,0.300601202,17/8/17 12:00,17/8/17 21:00
7264,2000000809,4027825,846050,239,151,0.387179487,17/8/17 12:00,17/8/17 21:00
7270,2000000809,98057960,149689252,550,149,0.21316166,17/8/17 12:00,17/8/17 21:00
7271,2000000809,203931981,132939725,2380,900,0.274390244,17/8/17 12:00,17/8/17 21:00
7278,2000000809,369446189,274082902,980,300,0.234375,17/8/17 12:00,17/8/17 21:00
7289,2000000809,40122196,223515539,980,400,0.289855072,17/8/17 12:00,17/8/17 21:00
7291,2000000809,84409508,67158980,299,591,0.664044944,17/8/17 12:00,17/8/17 21:00
7293,2000000809,137119478,100079457,199,40,0.167364017,17/8/17 12:00,17/8/17 21:00
7297,2000000809,384089519,0,169,131,0.436666667,17/8/17 12:00,17/8/17 21:00
7298,2000000809,373016240,277602272,899,1090,0.548014077,17/8/17 12:00,17/8/17 21:00
7301,2000000809,362633682,0,1880,1610,0.461318052,17/8/17 12:00,17/8/17 21:00
7302,2000000809,385583461,290399392,249,100,0.286532951,17/8/17 12:00,17/8/17 21:00
7308,2000000810,421032357,323301459,580,270,0.317647059,17/8/17 21:00,18/8/17 12:00
7311,2000000810,69152383,0,230,169,0.423558897,17/8/17 21:00,18/8/17 12:00
7312,2000000810,377466995,0,3500,2480,0.414715719,17/8/17 21:00,18/8/17 12:00
7313,2000000810,144725882,103558741,230,69,0.230769231,17/8/17 21:00,18/8/17 12:00
7322,2000000810,408059531,312209020,1299,581,0.309042553,17/8/17 21:00,18/8/17 12:00
7341,2000000810,420729437,0,279,470,0.627503338,17/8/17 21:00,18/8/17 12:00
7342,2000000810,55001687,40699685,185,64,0.257028112,17/8/17 21:00,18/8/17 12:00
7343,2000000810,130002322,0,396,169,0.299115044,17/8/17 21:00,18/8/17 12:00
7344,2000000810,396090568,300689524,499,0,0,17/8/17 21:00,18/8/17 12:00
7346,2000000810,407935966,312056070,699,281,0.286734694,17/8/17 21:00,18/8/17 12:00
7360,2000000810,383047055,0,999,781,0.438764045,17/8/17 21:00,18/8/17 12:00
7361,2000000828,377244919,281998554,259,321,0.553448276,18/8/17 12:00,18/8/17 21:00
7381,2000000828,114523660,87995381,279,120,0.30075188,18/8/17 12:00,18/8/17 21:00
7387,2000000828,137862550,306465963,1999,1801,0.473947368,18/8/17 12:00,18/8/17 21:00
7402,2000000828,318543913,224283034,699,281,0.286734694,18/8/17 12:00,18/8/17 21:00
7411,2000000828,383034987,288294048,460,428,0.481981982,18/8/17 12:00,18/8/17 21:00
7414,2000000828,48125673,140838560,309,181,0.369387755,18/8/17 12:00,18/8/17 21:00
7418,2000000828,193573344,326657842,2399,801,0.2503125,18/8/17 12:00,18/8/17 21:00
7430,2000000828,73137269,323122129,172,788,0.820833333,18/8/17 12:00,18/8/17 21:00
7431,2000000828,396795131,0,1280,2700,0.67839196,18/8/17 12:00,18/8/17 21:00
7432,2000000828,314853253,215844560,339,260,0.434056761,18/8/17 12:00,18/8/17 21:00
7439,2000000828,318887654,0,182,46,0.201754386,18/8/17 12:00,18/8/17 21:00
7440,2000000829,42916751,114530963,219,60,0.215053763,18/8/17 21:00,19/8/17 12:00
7444,2000000829,6137888,196785753,299,89,0.229381443,18/8/17 21:00,19/8/17 12:00
7452,2000000829,55509503,50766247,299,101,0.2525,18/8/17 21:00,19/8/17 12:00
7453,2000000829,349470665,256166169,888,492,0.356521739,18/8/17 21:00,19/8/17 12:00
7462,2000000829,30289199,0,158,40,0.202020202,18/8/17 21:00,19/8/17 12:00
7463,2000000829,119319874,91209663,249,110,0.306406685,18/8/17 21:00,19/8/17 12:00
7467,2000000829,406273796,310876147,799,300,0.272975432,18/8/17 21:00,19/8/17 12:00
7470,2000000829,390847214,0,1380,520,0.273684211,18/8/17 21:00,19/8/17 12:00
7471,2000000829,315936966,217979201,999,281,0.21953125,18/8/17 21:00,19/8/17 12:00
7475,2000000829,375036397,319280370,1549,431,0.217676768,18/8/17 21:00,19/8/17 12:00
7477,2000000829,371214250,275775005,129,60,0.317460317,18/8/17 21:00,19/8/17 12:00
7478,2000000829,401668577,0,330,560,0.629213483,18/8/17 21:00,19/8/17 12:00
7479,2000000831,54934593,40574819,329,100,0.233100233,19/8/17 12:00,19/8/17 21:00
7496,2000000831,241611542,0,240,160,0.4,19/8/17 12:00,19/8/17 21:00
7497,2000000831,13104549,63118417,159,71,0.308695652,19/8/17 12:00,19/8/17 21:00
7498,2000000831,91789266,188476444,239,60,0.200668896,19/8/17 12:00,19/8/17 21:00
7500,2000000831,371836546,276606140,2090,860,0.291525424,19/8/17 12:00,19/8/17 21:00
7514,2000000831,161629025,0,7200,8950,0.554179567,19/8/17 12:00,19/8/17 21:00
7515,2000000831,275071426,0,4990,4000,0.444938821,19/8/17 12:00,19/8/17 21:00
7516,2000000831,76402059,0,340,110,0.244444444,19/8/17 12:00,19/8/17 21:00
7517,2000000831,78483625,0,999,501,0.334,19/8/17 12:00,19/8/17 21:00
7518,2000000831,404001155,308496599,299,91,0.233333333,19/8/17 12:00,19/8/17 21:00
7525,2000000832,11533515,326849487,145,74,0.337899543,19/8/17 21:00,20/8/17 12:00
7546,2000000832,17737845,116504819,269,119,0.306701031,19/8/17 21:00,20/8/17 12:00
7550,2000000832,151991017,106759660,1990,900,0.311418685,19/8/17 21:00,20/8/17 12:00
7556,2000000832,54390818,0,299,841,0.737719298,19/8/17 21:00,20/8/17 12:00
7557,2000000832,382993255,313098119,249,180,0.41958042,19/8/17 21:00,20/8/17 12:00
7558,2000000832,420571830,322760205,588,300,0.337837838,19/8/17 21:00,20/8/17 12:00
7578,2000000832,148512093,118467719,599,600,0.500417014,19/8/17 21:00,20/8/17 12:00
7579,2000000832,284876173,0,890,209,0.190172884,19/8/17 21:00,20/8/17 12:00
7580,2000000832,408179430,312312003,899,281,0.238135593,19/8/17 21:00,20/8/17 12:00
7581,2000000832,396406107,0,399,200,0.333889816,19/8/17 21:00,20/8/17 12:00
7593,2000000833,297664415,199679966,499,191,0.276811594,20/8/17 12:00,20/8/17 21:00
7597,2000000833,42529768,24758265,578,421,0.421421421,20/8/17 12:00,20/8/17 21:00
7600,2000000833,345111721,251878591,199,100,0.334448161,20/8/17 12:00,20/8/17 21:00
7601,2000000833,16001430,7675020,175,75,0.3,20/8/17 12:00,20/8/17 21:00
7608,2000000833,298599822,327849532,299,79,0.208994709,20/8/17 12:00,20/8/17 21:00
7609,2000000833,212519907,137592884,2200,890,0.28802589,20/8/17 12:00,20/8/17 21:00
7627,2000000833,231582254,319868328,1599,489,0.234195402,20/8/17 12:00,20/8/17 21:00
7628,2000000833,67346564,53557345,850,130,0.132653061,20/8/17 12:00,20/8/17 21:00
7642,2000000833,416635493,0,799,200,0.2002002,20/8/17 12:00,20/8/17 21:00
7643,2000000833,416153836,0,4199,1781,0.297826087,20/8/17 12:00,20/8/17 21:00
7644,2000000834,406500174,310913324,650,340,0.343434343,20/8/17 21:00,21/8/17 12:00
7659,2000000834,58506504,0,899,701,0.438125,20/8/17 21:00,21/8/17 12:00
7660,2000000834,281818039,0,1640,350,0.175879397,20/8/17 21:00,21/8/17 12:00
7661,2000000834,152696860,327863409,129,81,0.385714286,20/8/17 21:00,21/8/17 12:00
7662,2000000834,391743454,296563656,399,471,0.54137931,20/8/17 21:00,21/8/17 12:00
7663,2000000834,116218908,253717709,1799,681,0.274596774,20/8/17 21:00,21/8/17 12:00
7680,2000000834,214887842,200055745,110,69,0.38547486,20/8/17 21:00,21/8/17 12:00
7681,2000000834,150242025,105955948,599,121,0.168055556,20/8/17 21:00,21/8/17 12:00
7683,2000000834,85476518,0,990,990,0.5,20/8/17 21:00,21/8/17 12:00
7684,2000000834,307423739,207099372,277,367,0.569875776,20/8/17 21:00,21/8/17 12:00
7686,2000000834,314095180,0,249,150,0.37593985,20/8/17 21:00,21/8/17 12:00
7688,2000000903,423421159,325584215,190,100,0.344827586,21/8/17 12:00,21/8/17 21:00
7693,2000000903,316395582,0,1240,740,0.373737374,21/8/17 12:00,21/8/17 21:00
7694,2000000903,425260856,331213274,75,20,0.210526316,21/8/17 12:00,21/8/17 21:00
7699,2000000903,14012924,331139049,480,120,0.2,21/8/17 12:00,21/8/17 21:00
7700,2000000903,13176394,5587879,289,170,0.37037037,21/8/17 12:00,21/8/17 21:00
7709,2000000903,113114839,0,210,59,0.219330855,21/8/17 12:00,21/8/17 21:00
7710,2000000903,348686334,255318929,1990,910,0.313793103,21/8/17 12:00,21/8/17 21:00
7716,2000000903,58014159,0,722,128,0.150588235,21/8/17 12:00,21/8/17 21:00
7717,2000000903,104185135,81217659,990,490,0.331081081,21/8/17 12:00,21/8/17 21:00
7722,2000000903,130701289,97539715,399,200,0.333889816,21/8/17 12:00,21/8/17 21:00
7725,2000000904,373101768,277657590,749,301,0.286666667,21/8/17 21:00,22/8/17 12:00
7734,2000000904,18274386,10999587,99,70,0.414201183,21/8/17 21:00,22/8/17 12:00
7740,2000000904,314612502,0,569,481,0.458095238,21/8/17 21:00,22/8/17 12:00
7741,2000000904,170090995,331297530,129,69,0.348484848,21/8/17 21:00,22/8/17 12:00
7742,2000000904,409379417,313514514,1198,582,0.326966292,21/8/17 21:00,22/8/17 12:00
7744,2000000904,25177740,331103660,220,79,0.264214047,21/8/17 21:00,22/8/17 12:00
7746,2000000904,406820252,311345549,699,191,0.214606742,21/8/17 21:00,22/8/17 12:00
7756,2000000904,402304170,307014094,660,180,0.214285714,21/8/17 21:00,22/8/17 12:00
7763,2000000904,315729493,217454521,999,781,0.438764045,21/8/17 21:00,22/8/17 12:00
7771,2000000904,104180734,0,649,350,0.35035035,21/8/17 21:00,22/8/17 12:00
7772,2000000904,423172832,0,1980,1000,0.33557047,21/8/17 21:00,22/8/17 12:00
7773,2000000909,245924783,256778625,399,200,0.333889816,22/8/17 12:00,22/8/17 21:00
7777,2000000909,416395282,0,469,130,0.217028381,22/8/17 12:00,22/8/17 21:00
7778,2000000909,415658041,318607521,699,301,0.301,22/8/17 12:00,22/8/17 21:00
7786,2000000909,371412360,276037072,399,251,0.386153846,22/8/17 12:00,22/8/17 21:00
7794,2000000909,174811315,282272451,649,1151,0.639444444,22/8/17 12:00,22/8/17 21:00
7795,2000000909,432683667,332973010,2000,400,0.166666667,22/8/17 12:00,22/8/17 21:00
7799,2000000909,219005816,141390252,148,126,0.459854015,22/8/17 12:00,22/8/17 21:00
7801,2000000909,71183876,56988118,99,99,0.5,22/8/17 12:00,22/8/17 21:00
7813,2000000909,235025911,152569828,1580,1620,0.50625,22/8/17 12:00,22/8/17 21:00
